RowID, sim, FlowRate, Width, Height, Viscosity, N, immigration.rate, particle.tau, cell.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint
15,1,0.075,10,10,0.84,77,3,80.9,63.80555556,313.0493128,1.091674112,3,20,0.370099875,0.473532472,0.220779221,0.876281613,17,1.641587431,1.183420581,8.707665436
16,1,0.05,10,10,0.84,36,3,114.3,68.46666667,304.2571311,1.098263555,3,8,0.522580645,0.477756349,0.388888889,0.782539683,14,1.107494396,1.308474609,10.32002136
17,1,0.025,10,10,0.84,31,3,151.3,66,458.35222,1.092689776,3,5,0.301726845,0.361422245,0.806451613,0.348387097,25,1.475482613,1.823841989,7.614320337
18,1,0.01,10,10,0.84,42,3,597.1,117.9705882,423.5963247,1.097014872,3,3,0.4659271,0.282128671,0.833333333,0.291521487,35,0.648551803,3.69543095,14.74106546
19,2,1,10,10,0.84,43,3,6.1,8.888888889,937.7561286,0.693034112,2,17,0.510632422,0.653536604,0.186046512,0.905869324,8,1.475857428,0.675626384,8.777744218
20,2,0.75,10,10,0.84,58,3,7,12,1162.216989,0.69312859,2,28,0.462087912,0.71237831,0.189655172,0.938898972,11,2.617075047,0.612167324,6.578798649
21,2,0.5,10,10,0.84,39,3,10.3,10.51282051,1148.884659,0.692937605,2,21,0.536507937,0.760849382,0.205128205,0.935222672,8,2.332034675,0.481056505,5.050263181
22,2,0.25,10,10,0.84,80,3,23.4,21.9245283,477.4640827,0.693041135,2,17,0.346658,0.524201494,0.3125,0.840822785,25,2.140879617,1.840799715,17.67430708
23,2,0.1,10,10,0.84,51,3,63.3,33.22727273,322.9285845,0.692928853,2,7,0.637343788,0.524456897,0.31372549,0.791372549,16,0.423944212,2.088427635,26.04286189
24,2,0.075,10,10,0.84,32,3,65.8,59.01754386,124.0605125,0.690185676,2,8,0.688172043,0.588632377,0.25,0.844758065,8,0.115259175,1.156134523,8.138270373
25,2,0.05,10,10,0.84,27,3,92.5,80.59210526,553.9262624,0.692822589,2,8,0.595588235,0.625794154,0.296296296,0.820512821,8,0.900567574,1.09563139,9.843831944
26,2,0.025,10,10,0.84,9,3,220,131.312,662.8445485,0.692164905,2,3,0.771428571,0.730321688,0.555555556,0.638888889,5,0,0.642984492,4.69901005
27,2,0.01,10,10,0.84,1,3,634.9,68.51785714,547.055372,0.692559921,2,1,0,0,1,0,1,0,0,0
28,3,1,10,10,0.84,38,3,6,9.9375,1647.442916,1.787943471,6,21,0.56362217,0.772525961,0.184210526,0.940256046,7,2.082980288,0.566186932,3.88199268
29,3,0.75,10,10,0.84,43,3,6.3,10.48275862,1536.304823,1.788342629,6,21,0.55375861,0.760312923,0.209302326,0.935769657,9,2.598254236,0.61383079,4.433428417
30,3,0.5,10,10,0.84,28,3,9.4,11.93333333,1144.042729,1.790247584,6,18,0.640522876,0.829936691,0.178571429,0.947089947,5,1.971933991,0.464845437,3.654356873
31,3,0.25,10,10,0.84,124,3,18.6,17.35955056,463.0878215,1.784433109,6,18,0.216587785,0.362941863,0.467741935,0.749541044,58,3.258884982,2.800380604,11.8920593
32,3,0.1,10,10,0.84,85,3,47.54545455,40.56115108,243.7067468,1.781080697,6,12,0.372807018,0.346838923,0.352941176,0.785714286,30,1.497049474,2.179149347,13.91597097
33,3,0.075,10,10,0.84,240,3,84.9,72.91752577,187.2113012,1.770559288,6,23,0.323893925,0.320575535,0.245833333,0.869386332,59,1.968026321,3.387161173,17.56442846
34,3,0.05,10,10,0.84,209,3,111.1,105.5882353,317.7308589,1.779433524,6,11,0.524639979,0.288070265,0.248803828,0.83069562,52,0.642486485,6.029250405,27.01676678
35,3,0.025,10,10,0.84,101,3,313.5,202.8391608,416.4024207,1.778314033,6,15,0.465480265,0.415737026,0.247524752,0.865346535,25,1.26873779,2.165843363,11.46723165
36,3,0.01,10,10,0.84,24,3,385.5,56.44,726.3500507,1.766603869,6,3,0.430493274,0.338896771,0.875,0.235507246,21,0.70084818,1.892038454,21.45066554
37,4,1,10,10,0.84,65,5,5,10.8,2140.190176,1.098485228,3,24,0.466954023,0.631557247,0.184615385,0.925,12,2.014486799,0.684143567,7.760388199
38,4,0.75,10,10,0.84,73,5,6.1,11.81818182,2163.742513,1.097842526,3,28,0.445717631,0.646291498,0.205479452,0.932648402,15,2.842036076,0.69080084,7.185861966
39,4,0.5,10,10,0.84,60,5,11.6,15.21052632,1753.090628,1.098374439,3,20,0.552147239,0.638366422,0.183333333,0.924858757,11,1.536237416,0.944600033,8.71623193
40,4,0.25,10,10,0.84,162,5,15.9,19.84782609,660.019591,1.096281111,3,30,0.175592132,0.446013511,0.37037037,0.815198221,60,3.751062698,1.654605183,13.60067539
41,4,0.1,10,10,0.84,166,5,45.5,46.20454545,68.70006606,1.09614573,3,20,0.367021843,0.317809307,0.222891566,0.869003286,37,1.403709106,2.391682114,25.32608289
42,4,0.075,10,10,0.84,102,5,64.9,64.03937008,457.6561429,1.090700994,3,16,0.467133621,0.406847388,0.215686275,0.874781596,22,1.030944228,2.062423908,18.12930136
43,4,0.05,10,10,0.84,246,5,112.5,87.13709677,116.1958085,1.084896982,3,21,0.435435824,0.303139807,0.166666667,0.894275759,41,1.001649048,3.953407212,29.10244051
44,4,0.025,10,10,0.84,197,5,169.8,163.2865169,233.5506625,1.095846053,3,13,0.591501425,0.481555701,0.21319797,0.874391381,42,0.731117325,4.624821931,40.82480762
45,4,0.01,10,10,0.84,114,5,479.7,239.8025478,656.4884816,1.097839878,3,7,0.526836387,0.342516381,0.377192982,0.735289551,43,0.576362618,2.948840529,26.8172612
46,5,1,10,10,0.84,118,9,6.416666667,9.391304348,1967.486917,0.693114436,2,41,0.326547842,0.580456902,0.161016949,0.933217442,19,2.505637941,0.69267019,6.233420016
47,5,0.75,10,10,0.84,113,9,8.9,11.75862069,818.5614394,0.692232271,2,44,0.355207522,0.682796012,0.194690265,0.94437421,22,4.319192819,0.627508819,5.672919401
48,5,0.5,10,10,0.84,112,9,11.6,14.31081081,736.6189728,0.691108674,2,33,0.412278972,0.567503061,0.160714286,0.93484556,18,2.21083045,0.928806674,6.160736485
49,5,0.25,10,10,0.84,180,9,19.09090909,17.75342466,563.827033,0.670263131,2,32,0.364470842,0.453201682,0.205555556,0.919366853,37,2.601688996,1.647306713,9.20731734
50,5,0.1,10,10,0.84,170,9,57.3,46,885.5223978,0.692925558,2,25,0.279767667,0.366870797,0.235294118,0.862095371,40,2.094525856,2.248031235,9.993420417
51,5,0.075,10,10,0.84,165,9,59.4,49.5,593.8447823,0.688956787,2,27,0.367334548,0.399318038,0.193939394,0.904656319,32,1.745537525,1.812441518,10.26193073
52,5,0.05,10,10,0.84,165,9,109.5,63.07792208,450.2805462,0.682702608,2,17,0.432946901,0.312969231,0.23030303,0.86940133,38,1.136622714,2.909277106,13.10464346
53,5,0.025,10,10,0.84,189,9,162.8,108.8181818,191.0232655,0.691658839,2,21,0.394023628,0.398279477,0.259259259,0.883823033,49,2.20374375,3.167010779,11.3353225
54,5,0.01,10,10,0.84,125,9,494.4,132.7105263,321.4974148,0.692791583,2,10,0.46964232,0.427701463,0.352,0.793419355,44,1.272897836,3.850748388,11.12210805
55,6,1,10,10,0.84,59,4,5.8,9.217391304,432.032366,1.373577141,4,23,0.438689351,0.663861865,0.237288136,0.916423144,14,2.76284429,0.783202492,7.43463378
56,6,0.75,10,10,0.84,57,4,7.727272727,12.10714286,337.6388377,1.385834081,4,22,0.43822498,0.69233785,0.245614035,0.912280702,14,2.824910015,0.810558518,7.148935157
57,6,0.5,10,10,0.84,51,4,12.45454545,15.69565217,332.1179181,1.377507286,4,22,0.40350605,0.667575874,0.215686275,0.905098039,11,2.28065475,0.80255954,5.964707933
58,6,0.25,10,10,0.84,32,4,22.2,27.66666667,155.0977452,1.376874606,4,19,0.449122807,0.792841132,0.28125,0.911290323,9,3.237723775,0.530133848,3.961952036
59,6,0.1,10,10,0.84,14,4,37.6,21.69230769,119.4154352,1.359040249,4,9,0.604938272,0.828715947,0.357142857,0.879120879,5,2.223519371,0.570844409,2.578762496
60,6,0.075,10,10,0.84,16,4,40.7,14.77272727,284.1806565,1.382717286,4,10,0.64,0.834863008,0.3125,0.9,5,2.194444444,0.575788881,4.136691162
61,6,0.05,10,10,0.84,14,4,121.5,61.29166667,143.6340337,1.375453304,4,7,0.777777778,0.827143736,0.285714286,0.879120879,4,0.70156076,0.712255189,3.26971459
62,6,0.025,10,10,0.84,8,4,165.2,53.57142857,228.2906841,1.381230518,4,6,0.888888889,0.93228632,0.25,0.928571429,2,0.707106781,0.420748576,1.780763204
64,7,1,10,10,0.84,108,8,4.3,10.42424242,2784.127328,1.607418793,5,33,0.347888332,0.571048878,0.212962963,0.921426099,23,2.932678683,1.078271566,9.890516133
65,7,0.75,10,10,0.84,112,8,7.3,10.88461538,1771.58293,1.607995409,5,35,0.228863346,0.616948453,0.321428571,0.883043758,36,4.960451855,1.031962285,10.46260941
66,7,0.5,10,10,0.84,97,8,11.9,12.15384615,2755.539298,1.608709703,5,30,0.195653982,0.581601053,0.381443299,0.838273196,37,4.551125991,1.045188609,10.97128569
67,7,0.25,10,10,0.84,189,8,24.2,18.23076923,1745.678496,1.606219095,5,34,0.155118507,0.431320809,0.396825397,0.81470224,75,4.565289784,2.062803684,17.84119345
68,7,0.1,10,10,0.84,179,8,62.3,32.21428571,720.8041259,1.587759382,5,29,0.197897558,0.382313527,0.363128492,0.830393572,65,3.752905909,2.188991825,18.66315245
69,7,0.075,10,10,0.84,377,8,56.4,59.18957346,356.891657,1.599053845,5,25,0.296395391,0.23770769,0.233421751,0.867345787,88,1.830127571,5.184861247,44.38089779
70,7,0.05,10,10,0.84,265,8,60.2,105.4044944,168.1326936,1.589747043,5,22,0.253156115,0.394147891,0.347169811,0.823556318,92,2.902329048,3.801118901,31.09345836
71,7,0.025,10,10,0.84,86,8,293,181.7563805,2.143031194,1.595374925,5,11,0.313018453,0.296453403,0.418604651,0.717920657,36,1.408031723,1.54532742,14.96040878
72,7,0.01,10,10,0.84,100,8,606.9,117.2586207,616.2935805,1.601008681,5,16,0.271267361,0.389412883,0.42,0.777373737,42,2.63998813,1.701951647,9.443865569
73,8,1,10,10,0.84,101,7,5.5,11.025,1802.125007,1.94093818,7,34,0.308990125,0.659587244,0.257425743,0.913861386,26,4.182331647,0.922049912,5.721198914
74,8,0.75,10,10,0.84,102,7,8.2,13.06060606,1623.672853,1.94145804,7,36,0.26416819,0.62471463,0.274509804,0.903708018,28,4.317360659,0.939769418,5.525993224
75,8,0.5,10,10,0.84,107,7,12.2,17.61363636,859.0777164,1.942608457,7,40,0.353800989,0.628429175,0.177570093,0.938106154,19,2.968429488,0.917357304,4.612255793
76,8,0.25,10,10,0.84,180,7,20.8,25.46296296,198.3421678,1.94174374,7,28,0.381895332,0.402919951,0.138888889,0.911545624,25,1.373482463,2.113560561,12.90619849
77,8,0.1,10,10,0.84,147,7,62.4,45.15384615,277.6207235,1.914967315,7,17,0.204524159,0.366803421,0.489795918,0.717267729,72,3.019478624,2.94562609,13.07631444
78,8,0.075,10,10,0.84,75,7,89.4,54.05813953,528.8880901,1.934107008,7,17,0.265768958,0.445688835,0.373333333,0.789189189,28,2.250974243,1.539673573,5.47338674
79,8,0.05,10,10,0.84,166,7,122.3,90.96491228,201.25172,1.937363278,7,17,0.252955864,0.29345543,0.391566265,0.772106608,65,2.266188681,3.663480013,10.70103151
80,8,0.025,10,10,0.84,58,7,243.7,144.6690647,427.0344162,1.910493405,7,12,0.395951036,0.536202991,0.379310345,0.80338778,22,2.021813875,1.705448817,5.93206139
81,8,0.01,10,10,0.84,80,7,445.8,372.43125,355.3732529,1.932172952,7,4,0.299289188,0.263661656,0.9125,0.166772152,73,1.15408602,7.46851089,17.47179795
82,9,1,10,10,0.84,68,5,5.5,10.13333333,1413.597419,0,1,33,0.443421557,0.735779024,0.176470588,0.945566286,12,2.970225161,0.611840339,5.602102658
83,9,0.75,10,10,0.84,78,5,6.2,12.27272727,1290.910485,0,1,28,0.352736549,0.64330365,0.256410256,0.91042291,20,3.484435004,0.777279578,7.367095008
84,9,0.5,10,10,0.84,61,5,12.3,16.53333333,987.4743032,0,1,26,0.44584232,0.709803761,0.213114754,0.928961749,13,2.934092924,0.680925799,5.551500039
85,9,0.25,10,10,0.84,83,5,14.3,11.86666667,686.7631484,0,1,30,0.475431332,0.628587277,0.168674699,0.941228328,14,2.236458581,0.820540942,7.663167496
86,9,0.1,10,10,0.84,117,5,67.7,56.71022727,154.7765839,0,1,23,0.199121416,0.466992295,0.427350427,0.788387857,50,3.722414919,1.403262278,9.694077081
87,9,0.075,10,10,0.84,121,5,56.6,65.24590164,103.7049069,0,1,20,0.33812933,0.445014673,0.256198347,0.85922865,31,2.199987786,1.77022327,9.845978284
88,9,0.05,10,10,0.84,81,5,149.9,94.37055838,329.4308068,0,1,15,0.171731449,0.468050669,0.604938272,0.619444444,49,3.286559653,1.406154197,12.35199596
89,9,0.025,10,10,0.84,101,5,218.9090909,144.6090909,235.9403873,0,1,17,0.29030422,0.44187773,0.405940594,0.805346535,41,3.103722565,1.682139946,12.26667339
90,9,0.01,10,10,0.84,22,5,471.5,348.530303,524.1381469,0,1,8,0.703488372,0.780227189,0.318181818,0.861471861,7,1.433227851,0.664797304,3.526688494
91,10,1,10,10,0.84,76,6,5.454545455,10.15909091,134.4839905,1.608942873,5,37,0.45380264,0.763848964,0.184210526,0.952982456,14,4.084752032,0.513277013,5.421828135
92,10,0.75,10,10,0.84,77,6,6.1,11.23255814,122.3439375,1.600856289,5,30,0.456428022,0.668791044,0.155844156,0.939166097,12,2.231922915,0.665534714,6.417639124
93,10,0.5,10,10,0.84,58,6,6.5,13.63157895,67.23682227,1.591086344,5,25,0.570169492,0.749616311,0.155172414,0.9461585,9,2.260000667,0.662088206,6.071134668
94,10,0.25,10,10,0.84,32,6,18.9,19.69565217,74.17543514,1.599160214,5,16,0.666666667,0.791849269,0.1875,0.935483871,6,1.590990258,0.474422216,4.072638538
95,10,0.1,10,10,0.84,24,6,62.4,27.42857143,56.79378244,1.603077981,5,15,0.768,0.865876095,0.166666667,0.952898551,4,1.458685201,0.524959627,3.262639129
96,10,0.075,10,10,0.84,18,6,52.2,32.81578947,60.83456639,1.60119989,5,9,0.782608696,0.824082043,0.222222222,0.908496732,4,0.569209979,0.603508802,4.304274043
97,10,0.05,10,10,0.84,6,6,84,31.35164835,97.48745186,1.604220569,5,4,0.9,0.923898109,0.333333333,0.866666667,2,0,0.639020352,1.384760007
98,10,0.025,10,10,0.84,14,6,185,38.0754717,117.7636382,1.602820997,5,12,0.907407407,0.957581513,0.142857143,0.978021978,2,1.788854382,0.300690303,2.144369412
99,10,0.01,10,10,0.84,1,6,647.1,31.89830508,63.23165359,1.577544055,5,1,0,0,1,0,1,0,0,0
100,11,1,10,10,0.84,26,2,7.5,10.35714286,2314.727676,0.693109042,2,17,0.828431373,0.891353517,0.115384615,0.966153846,3,0.941743312,0.439966319,4.442031427
101,11,0.75,10,10,0.84,29,2,7.181818182,12.4,2337.720778,0.692960031,2,15,0.263223787,0.732398601,0.482758621,0.773399015,14,3.440442806,0.503168469,3.759464379
102,11,0.5,10,10,0.84,26,2,10.45454545,17.58823529,1908.530695,0.693136444,2,13,0.52,0.75263094,0.307692308,0.886153846,8,2.341874249,0.535084618,5.811824454
103,11,0.25,10,10,0.84,53,2,11.6,18.78571429,1135.010497,0.693041477,2,9,0.356698413,0.48906002,0.509433962,0.701741655,27,2.034035477,2.225053932,11.99864962
104,11,0.1,10,10,0.84,37,2,49.9,11.125,1644.058614,0.692455771,2,8,0.201086957,0.437173333,0.783783784,0.388888889,29,2.262168615,1.632478836,18.92011558
105,11,0.075,10,10,0.84,76,2,91.5,56.84353741,1163.511278,0.689320145,2,9,0.560994561,0.500783844,0.342105263,0.812631579,26,1.224948191,2.485948576,17.67143347
106,11,0.05,10,10,0.84,128,2,108.5,85.26495726,195.5330749,0.692346967,2,10,0.301953557,0.256263925,0.4609375,0.674089567,59,1.476566141,2.743411519,22.84324334
107,11,0.025,10,10,0.84,101,2,222.5,107.7931034,955.0433508,0.686919624,2,6,0.260322564,0.270719042,0.792079208,0.363366337,80,1.753382354,5.220177225,27.08780192
108,11,0.01,10,10,0.84,41,2,463.6,42.77777778,798.2401076,0.691932658,2,3,0.367914204,0.205946524,0.951219512,0.096341463,39,0.707106781,4.123443857,14.52472938
109,12,1,10,10,0.84,104,8,3.8,8.617647059,760.6974239,2.190119481,9,43,0.349354005,0.68747065,0.192307692,0.942494399,20,3.88974221,0.660650631,8.265728282
110,12,0.75,10,10,0.84,109,8,11.2,13.04615385,708.2188328,2.193038117,9,44,0.332950342,0.66738645,0.183486239,0.940366972,20,3.509763161,0.705268949,7.544882791
111,12,0.5,10,10,0.84,78,8,7.4,11.42105263,350.6443863,2.190052577,9,36,0.40821256,0.708181043,0.153846154,0.944055944,12,2.821487524,0.57921216,7.110577173
112,12,0.25,10,10,0.84,82,8,25.3,21.02222222,498.9235634,2.186048942,9,25,0.28612766,0.572878742,0.292682927,0.870822042,24,3.001446374,1.090816648,11.30209255
113,12,0.1,10,10,0.84,83,8,55.3,43.15231788,232.4296447,2.191997789,9,29,0.510863923,0.647726108,0.13253012,0.943873053,11,1.865356646,0.872385458,8.424606193
114,12,0.075,10,10,0.84,72,8,86.9,24.696,158.2337565,2.180140471,9,25,0.462857143,0.610092298,0.166666667,0.926447574,12,1.807786043,0.92613882,6.833568692
115,12,0.05,10,10,0.84,49,8,83.7,51.34831461,342.5591815,2.19512647,9,19,0.675766958,0.739237534,0.142857143,0.941326531,7,1.089509146,0.78262515,7.757127798
116,12,0.025,10,10,0.84,28,8,250.8,64.47777778,189.4370376,2.182881193,9,13,0.579881657,0.773218503,0.285714286,0.899470899,8,2.394326249,0.666478221,5.210475682
117,12,0.01,10,10,0.84,16,8,357.5,37.39130435,433.5016337,2.185755052,9,10,0.711111111,0.838111289,0.25,0.916666667,4,1.425613444,0.474349297,2.464835905
118,13,1,10,10,0.84,82,6,6.272727273,10.24242424,900.5455053,1.098110597,3,40,0.27288961,0.72361042,0.243902439,0.919602529,20,4.332026416,0.461920829,5.294310966
119,13,0.75,10,10,0.84,88,6,6.9,12.18181818,863.7757313,1.098248899,3,31,0.427750773,0.623404082,0.147727273,0.935214211,13,2.122378208,0.776394503,7.695028009
120,13,0.5,10,10,0.84,47,6,10.2,14.79166667,623.7063023,1.097677036,3,27,0.541819966,0.817636301,0.191489362,0.951896392,9,3.515002666,0.484464183,4.20734891
121,13,0.25,10,10,0.84,96,6,15.4,18.35,333.2988655,1.09726004,3,32,0.478405316,0.626510954,0.135416667,0.944517544,13,1.87880836,0.96511401,7.672436225
122,13,0.1,10,10,0.84,87,6,53.5,32.18604651,153.2550478,1.096990017,3,20,0.456513872,0.511527161,0.183908046,0.900828655,16,1.369712806,1.3049764,9.717881515
123,13,0.075,10,10,0.84,93,6,73.3,55.87209302,273.9452146,1.097496744,3,27,0.44183908,0.562533671,0.172043011,0.926133707,16,2.017125859,1.186208757,7.366028123
124,13,0.05,10,10,0.84,38,6,80.6,35.1686747,243.5028122,1.088678772,3,19,0.690909091,0.78677654,0.131578947,0.948790896,5,1.187277355,0.528693793,3.967521442
125,13,0.025,10,10,0.84,36,6,208.4,33.75,211.4856211,1.097546165,3,11,0.530712531,0.646432059,0.333333333,0.852380952,12,1.932305658,0.891917243,5.390911505
126,13,0.01,10,10,0.84,10,6,547.2,151.9756098,808.0202564,1.097131805,3,7,0.649350649,0.852865132,0.4,0.866666667,4,2.041241452,0.442646694,2.029352141
127,14,1,10,10,0.84,71,5,5.4,10.35,3173.897726,1.944820835,7,38,0.260624548,0.761003261,0.281690141,0.911871227,20,5.086005009,0.564578122,5.091546715
128,14,0.75,10,10,0.84,61,5,6.9,11.82352941,2870.435941,1.943478535,7,28,0.411432994,0.732036797,0.213114754,0.928415301,13,3.159330043,0.687383309,5.919451778
129,14,0.5,10,10,0.84,74,5,5.6,8.416666667,1977.683943,1.944726741,7,28,0.37755102,0.646291018,0.22972973,0.917808219,17,2.972879998,0.89019562,6.602713638
130,14,0.25,10,10,0.84,172,5,22.7,20.04790419,917.8113839,1.937044747,7,27,0.232140615,0.392215275,0.313953488,0.845369237,54,2.88238777,2.234616201,14.15776562
131,14,0.1,10,10,0.84,331,5,49.5,50.25783972,355.9897505,1.933417319,7,24,0.098522535,0.288064205,0.619335347,0.578833654,205,4.055677554,4.726788136,38.68071271
132,14,0.075,10,10,0.84,131,5,50.3,23.73333333,837.8151546,1.92913656,7,20,0.280133856,0.359523002,0.251908397,0.827833235,33,1.826020645,2.656580815,10.10647896
133,14,0.05,10,10,0.84,218,5,110.4,96.27941176,367.8849787,1.917833886,7,14,0.407609441,0.280825243,0.275229358,0.828562973,60,1.439214585,5.086983125,36.07458788
134,14,0.025,10,10,0.84,228,5,177,157.2601626,364.6327689,1.91437943,7,18,0.367336556,0.303287319,0.280701754,0.852500193,64,1.800860435,4.214341496,19.54620056
135,14,0.01,10,10,0.84,100,5,547.2,412.8196721,202.0991876,1.939179996,7,5,0.256607647,0.252298373,0.88,0.222828283,88,1.491037831,7.372923167,15.40146656
136,15,1,10,10,0.84,47,4,4.1,9.846153846,2743.629075,1.943618038,7,21,0.528595358,0.728993484,0.191489362,0.929694727,9,2.106754175,0.722883926,6.237227703
137,15,0.75,10,10,0.84,70,4,8.1,14.85185185,3621.832733,1.943323681,7,27,0.470159278,0.660630723,0.157142857,0.934575569,11,2.165273839,0.797999716,6.652096983
138,15,0.5,10,10,0.84,51,4,9.6,12.83333333,2420.879389,1.943656339,7,22,0.310307802,0.654861016,0.31372549,0.870588235,16,3.03413892,0.757836886,7.198653585
139,15,0.25,10,10,0.84,164,4,27.1,16.76296296,834.3105645,1.94313237,7,22,0.2892914,0.342200635,0.256097561,0.848047284,42,1.90204175,2.660306405,20.68981927
140,15,0.1,10,10,0.84,211,4,56,50.12033195,561.9688392,1.929543521,7,24,0.222560488,0.319828112,0.336492891,0.816655383,71,2.624653122,3.14730804,23.67940091
141,15,0.075,10,10,0.84,140,4,57.4,16,1215.603412,1.932115525,7,16,0.35384171,0.366921774,0.292857143,0.829290853,41,1.642520555,3.058034805,27.61472505
142,15,0.05,10,10,0.84,208,4,104,88.80288462,531.610445,1.908978246,7,12,0.43743428,0.240962846,0.293269231,0.813405797,61,1.002139141,5.982334251,33.91902222
143,15,0.025,10,10,0.84,175,4,155.8,182.266129,580.6114843,1.926524026,7,14,0.449825211,0.392041985,0.274285714,0.846042693,48,1.407918526,4.256603486,37.09152143
144,15,0.01,10,10,0.84,66,4,382.1,236.4642857,1725.746893,1.942631888,7,3,0.854117647,0.8861337,0.515151515,0.619114219,34,0.319312267,6.69103243,59.3809497
145,16,1,10,10,0.84,13,1,4.8,8.666666667,1930.736117,1.607182798,5,10,0.804761905,0.913550046,0.230769231,0.948717949,3,1.919794536,0.489034101,3.614979018
146,16,0.75,10,10,0.84,35,1,6.6,11.92857143,1616.9731,1.606346437,5,9,0.213006434,0.501216549,0.714285714,0.492436975,25,2.460849575,1.663126156,11.81167039
147,16,0.5,10,10,0.84,11,1,7.7, nan,1501.225754,1.606504819,5,6,0.695402299,0.785700733,0.363636364,0.836363636,4,0.881180976,0.721077534,5.334050721
148,16,0.25,10,10,0.84,27,1,26.3,19.25,1197.475252,1.604522087,5,9,0.219512195,0.54919544,0.703703704,0.512820513,19,2.474873734,1.31513224,9.406098083
149,16,0.1,10,10,0.84,104,1,46,41.38,1065.911113,1.602185129,5,9,0.320645085,0.323703218,0.548076923,0.659820762,57,2.09364671,4.433116135,24.84835978
150,16,0.075,10,10,0.84,65,1,61.4,76.12,1188.616595,1.607516548,5,7,0.417119163,0.425308864,0.538461538,0.667788462,35,1.690070445,3.471053819,12.32280006
151,16,0.05,10,10,0.84,114,1,81.4,83.03174603,1638.606917,1.604126398,5,5,0.723608018,0.311908296,0.307017544,0.730010868,35,-0.551927014,6.913477829,57.43762515
152,16,0.025,10,10,0.84,49,1,218.8,178.7899543,2013.194685,1.603595087,5,8,0.501043406,0.419516139,0.326530612,0.766156463,16,0.793141904,1.662648467,16.01610975
153,16,0.01,10,10,0.84,3,1,431.5,83.5,596.7163722,1.60487745,5,2,0.9,0.923898109,0.666666667,0.666666667,2,0,0.702331928,3.938968136
154,17,1,10,10,0.84,26,2,3.6,9.5,698.6799484,1.938951109,7,14,0.635338346,0.800993635,0.230769231,0.923076923,6,1.94695244,0.609772868,4.089321012
155,17,0.75,10,10,0.84,31,2,8,13.875,752.6204445,1.937985103,7,16,0.57202381,0.744351823,0.193548387,0.920430108,6,1.532724677,0.651983502,4.528852152
156,17,0.5,10,10,0.84,13,2,14.1,12.5,553.2201506,1.929920836,7,10,0.804761905,0.913550046,0.230769231,0.948717949,3,1.919794536,0.43025354,3.191712106
